1,18,12,18,36,170,36,170,12,Transaction Id,other
1,522,12,522,36,576,36,576,12,Fare,other
1,14,60,14,86,202,86,202,60,100001638823030,other
1,498,60,498,86,574,86,574,60,250.98,total
1,46,134,46,160,204,160,204,134,From Station,other
1,356,134,356,160,482,160,482,134,To Station,other
1,46,176,46,204,136,204,136,176,SaHA -,source
1,354,176,354,206,504,206,504,176,LUDHIANA,destination
1,48,208,48,238,178,238,178,208,RANPUR,source
1,353,205,353,241,483,241,483,205,JN (LDH),destination
1,45,237,45,273,135,273,135,237,(SRE),source
1,47,303,47,334,170,334,170,303,Departure,other
1,360,304,360,330,448,330,448,304,Arrival,other
1,46,340,46,366,226,366,226,340,22 Jan 20/9 /6.20,departure
1,360,340,360,366,540,366,540,340,22 Jan 20/9 19.30,arrival
1,46,388,46,412,124,412,124,388,Quota,other
1,358,388,358,416,482,416,482,388,Class Type,other
1,46,424,46,448,166,448,166,424,GENERAL,other
1,358,424,358,448,388,448,388,424,25,other
1,46,465,46,503,195,503,195,465,Boarding At,other
1,360,470,360,498,452,498,452,470,Da te of,other
1,46,508,46,534,270,534,270,508,SAHARANPUR (SRE),source
1,359,495,359,528,473,528,473,495,Boarding,other
1,358,536,358,560,480,560,480,536,22 Jan 20/9,departure
1,46,582,46,608,114,608,114,582,Adult,other
1,358,582,358,610,426,610,426,582,Child,other
1,46,672,46,701,192,701,192,672,Train Name,other
1,360,674,360,700,460,700,460,674,PNR No,other
1,46,710,46,736,264,736,264,710,HwASR JnsHTBDI,train_name
1,358,710,358,736,462,736,462,710,25/9136138,pnr
1,44,734,44,762,122,762,122,734,(12053),train_name
1,48,782,48,810,324,810,324,782,Travel Insurance Opted:,other
1,334,784,334,808,376,808,376,784,Yes,other
1,45,843,45,870,120,870,120,843,Name,other
1,356,841,356,873,443,873,443,841,Status,other
1,82,908,82,934,150,934,150,908,saini,other
1,354,912,354,938,408,938,408,912,CNF,other
1,82,944,82,972,142,972,142,944,26 M,other
1,356,948,356,974,468,974,468,948,D4/25/wS,other
1,82,996,82,1022,254,1022,254,996,RINESH SAINI,other
1,354,1000,354,1024,408,1024,408,1000,CNF,other
1,82,1030,82,1058,142,1058,142,1030,25 M,other
1,355,1033,355,1062,466,1062,466,1033,D4/26/NC,other
1,14,1092,14,1116,38,1116,38,1092,N,other
1,74,1091,74,1118,446,1118,446,1091,IFOOD CHARGES NOTINCLUDED,other
1,10,1129,10,1162,538,1162,538,1129,Are you aware that 43% of your Fare is borne by,other
1,12,1156,12,1186,420,1186,420,1156,the common citizens of the country?,other
1,14,1218,14,1242,562,1242,562,1218,This ticketis bookedon a personaluser ID Its salelpurchase is an,other
1,12,1238,12,1262,352,1262,352,1238,offenceuls /43of the Railways Act /989.,other
1,12,1275,12,1301,518,1301,518,1275,"For MEDICAL EMERCENCYiFiRSTaid, ConTaCT Ticket",other
1,12,1295,12,1321,340,1321,340,1295,CheckinC StafFicuar dor DIAL 138,other
1,13,1349,13,1386,301,1386,301,1349,"Please visit ""My bookings'",other
1,306,1356,306,1384,446,1384,446,1356,t0 view Your,other
1,12,1380,12,1404,94,1404,94,1380,tickets,other
1,32,1548,32,1580,196,1580,196,1548,Book Meal,other
