1,18,12,18,36,172,36,172,12,Transaction Id,other
1,530,12,530,36,582,36,582,12,Fare,other
1,14,60,14,86,212,86,212,60,100002037478589,other
1,504,60,504,88,584,88,584,60,638.68,total
1,48,136,48,162,206,162,206,136,From Station,other
1,360,136,360,162,488,162,488,136,To Station,other
1,48,180,48,206,138,206,138,180,SaHA-,source
1,358,178,358,208,484,208,484,178,SHMA TA,destination
1,48,210,48,240,180,240,180,210,RANPUR,source
1,360,210,360,240,514,240,514,210,VD KaTRA,destination
1,45,241,45,277,137,277,137,241,(SRE),source
1,355,241,355,277,463,277,463,241,(SVDK),destination
1,47,307,47,339,172,339,172,307,Departure,other
1,366,308,366,334,454,334,454,308,Arrival,other
1,46,346,46,372,240,372,240,346,04 Jan 2020 /9.45,departure
1,366,346,366,372,498,372,498,346,05 Jan 2020,arrival
1,504,346,504,370,566,370,566,346,06.30,arrival
1,48,392,48,418,126,418,126,392,Quota,other
1,364,392,364,418,432,418,432,392,Class,other
1,45,430,45,456,167,456,167,430,GENERAL,other
1,364,430,364,454,394,454,394,430,SL,other
1,46,473,46,509,199,509,199,473,Boarding At,other
1,364,476,364,504,458,504,458,476,Da te of,other
1,46,516,46,542,272,542,272,516,SAHARANPUR (SRE),source
1,364,501,364,537,480,537,480,501,Boarding,other
1,362,544,362,568,496,568,496,544,04 Jan 2020,departure
1,45,588,45,618,116,618,116,588,Adult,other
1,364,590,364,620,432,620,432,590,Child,other
1,46,681,46,711,194,711,194,681,Train Name,other
1,364,684,364,710,466,710,466,684,PNR No,other
1,48,719,48,750,312,750,312,719,HEMKUNT EXP (/4609),train_name
1,362,720,362,746,478,746,478,720,26298ii055,pnr
1,48,769,48,799,328,799,328,769,Travel Insurance Opted:,other
1,338,772,338,796,380,796,380,772,Yes,other
1,48,832,48,858,120,858,120,832,Name,other
1,364,832,364,860,449,860,449,832,Status,other
1,83,898,83,924,278,924,278,898,MOHNISH Saini,other
1,360,902,360,928,414,928,414,902,CNF,other
1,82,934,82,960,144,960,144,934,34 M,other
1,358,938,358,964,468,964,468,938,S5/67/UB,other
1,84,986,84,1012,222,1012,222,986,AMiT Saini,other
1,360,990,360,1016,414,1016,414,990,CNF,other
1,82,1022,82,1048,142,1048,142,1022,25 M,other
1,358,1028,358,1054,476,1054,476,1028,S5/69/MB,other
1,14,1086,14,1110,42,1110,42,1086,N,other
1,12,1124,12,1154,546,1154,546,1124,Are you aware that 43% of your fare is borne by,other
1,12,1150,12,1180,426,1180,426,1150,the common citizens of the country?,other
1,14,1212,14,1238,570,1238,570,1212,This ticket is bookedona personaluser ID Its salelpurchase is an,other
1,14,1232,14,1258,352,1258,352,1232,offence uls /43of the Railways Act /989,other
1,12,1272,12,1296,524,1296,524,1272,"FOR MEDICAL EMERCENCY/FiRStaid, ConTaCT TickET",other
1,12,1292,12,1316,346,1316,346,1292,CHECKINC STaFFICUAR Dor DiaL /38,other
1,13,1348,13,1380,304,1380,304,1348,"Please visit ""My bookings",other
1,310,1352,310,1380,452,1380,452,1352,to view your,other
1,12,1376,12,1402,94,1402,94,1376,tickets,other
1,32,1548,32,1580,198,1580,198,1548,Book Meal,other
1,427,389,427,425,485,425,485,389,Type,other
