1,18,12,18,36,170,36,170,12,Transaction Id,other
1,522,12,522,36,574,36,574,12,Fare,other
1,14,60,14,86,192,86,192,60,10000/734313394,other
1,500,60,500,86,574,86,574,60,830.98,total
1,44,132,44,162,204,162,204,132,From Station,other
1,354,134,354,160,482,160,482,134,To Station,other
1,46,176,46,206,220,206,220,176,GhaZia Ba D,source
1,353,175,353,205,477,205,477,175,KANPUR,destination
1,44,204,44,243,131,243,131,204,(GZB),source
1,354,208,354,238,496,238,496,208,CENTRAL,destination
1,351,237,351,273,441,273,441,237,(CNB),destination
1,47,303,47,334,170,334,170,303,Departure,other
1,360,304,360,330,448,330,448,304,Arrival,other
1,44,340,44,366,166,366,166,340,I8 Mar 20/9,departure
1,172,342,172,366,226,366,226,342,21.56,departure
1,358,340,358,366,544,366,544,340,19 Mar 20/9 03.37,arrival
1,46,388,46,412,124,412,124,388,Quota,other
1,357,385,357,418,482,418,482,385,Class Type,other
1,48,424,48,448,142,448,142,424,TA TKAL,other
1,358,424,358,448,388,448,388,424,SL,other
1,46,465,46,503,195,503,195,465,Boarding At,other
1,360,470,360,498,452,498,452,470,Date of,other
1,45,508,45,534,240,534,240,508,GHAZIA BAD (GZB),source
1,359,495,359,528,473,528,473,495,Boarding,other
1,356,536,356,560,478,560,478,536,I8 Mar 20/9,departure
1,46,582,46,608,114,608,114,582,Adult,other
1,358,582,358,608,424,608,424,582,Child,other
1,46,672,46,701,192,701,192,672,Train Name,other
1,360,674,360,700,460,700,460,674,PNR No,other
1,46,708,46,736,258,736,258,708,PRAYAG RAJ EXP,train_name
1,358,710,358,736,480,736,480,710,2740346148,pnr
1,44,734,44,762,114,762,114,734,(12418),train_name
1,48,782,48,810,324,810,324,782,Travel Insurance Opted:,other
1,334,784,334,808,376,808,376,784,Yes,other
1,45,843,45,870,120,870,120,843,Name,other
1,358,842,358,870,442,870,442,842,Status,other
1,82,908,82,934,298,934,298,908,HEMANTKUMAR,other
1,354,912,354,938,408,938,408,912,CNF,other
1,82,944,82,970,142,970,142,944,24 M,other
1,353,948,353,974,459,974,459,948,S6/2MB,other
1,82,996,82,1022,250,1022,250,996,SUJA Ta Saini,other
1,354,1000,354,1024,408,1024,408,1000,CNF,other
1,82,1032,82,1058,134,1058,134,1032,22 F,other
1,354,1036,354,1062,460,1062,460,1036,56/22/UB,other
1,15,1095,15,1115,39,1115,39,1095,N,other
1,77,1093,77,1115,97,1115,97,1093,S,other
1,10,1129,10,1162,538,1162,538,1129,Are you aware that 43% of your Fare is borne by,other
1,12,1156,12,1186,420,1186,420,1156,the common citizens of the country?,other
1,14,1218,14,1242,562,1242,562,1218,This ticketis bookedon a personaluser !D Its salelpurchase is an,other
1,12,1236,12,1262,350,1262,350,1236,"offence u/s /43of the Railways Act, /989.",other
1,12,1275,12,1301,518,1301,518,1275,"For MEDICAL EMERCENCY/FiRSTaid, CoNTACT TickEt",other
1,12,1296,12,1320,340,1320,340,1296,CHECKINC STafFIGUAR D OR DIAL 138,other
1,14,1354,14,1380,148,1380,148,1354,Please visit,other
1,194,1354,194,1384,446,1384,446,1354,"bookings"" t0 view your",other
1,12,1380,12,1404,94,1404,94,1380,tickets,other
1,32,1548,32,1580,196,1580,196,1548,Book Meal,other
1,154,1350,154,1386,191,1386,191,1350,My,other
